,Unnamed: 0,CASE_STATUS,JOB_TITLE,SOC_TITLE,PREVAILING_WAGE,PW_UNIT_OF_PAY,BEGIN_DATE,END_DATE,NEW_EMPLOYMENT,CONTINUED_EMPLOYMENT,CHANGE_PREVIOUS_EMPLOYMENT,NEW_CONCURRENT_EMPLOYMENT,CHANGE_EMPLOYER,EMPLOYER_NAME,PW_WAGE_LEVEL,EMPLOYER_CITY,EMPLOYER_STATE,WORKSITE_WORKERS,WORKSITE_CITY,WORKSITE_COUNTY,WORKSITE_STATE,WORKSITE_POSTAL_CODE
32283,32283,Certified,Project Architect,Database Architects,"$55,453.00 ",Year,12/3/2024,12/2/2027,0,0,0,0,0,"IT Face, Inc.",II,Irving,TX,1,Sheridan,SHERIDAN,WY,82801
32547,32547,Certified,Elementary School Teacher,"Elementary School Teachers, Except Special Education","$53,000.00 ",Year,4/18/2025,4/17/2028,0,1,0,0,0,Grants / Cibola County Schools,,Grants,NM,1,Grants,CIBOLA,NM,87020
32911,32911,Certified,Assistant Scientist,Astronomers,"$81,099.00 ",Year,4/1/2025,3/31/2028,0,0,0,0,0,National Radio Astronomy Observatory,II,Charlottesville,VA,1,Socorro,SOCORRO,NM,87801
33414,33414,Certified,Windows Client Architect,Computer Network Architects,"$126,464.00 ",Year,12/9/2024,12/8/2027,0,0,0,0,1,SK Hynix NAND Product Solutions Corp,IV,Rancho Cordova,CA,1,Albuquerque,BERNALILLO,NM,87111
33421,33421,Certified,Medical Technologist,Medical and Clinical Laboratory Technologists,$26.99 ,Hour,1/1/2025,12/31/2027,1,0,0,0,0,"Guardian Healthcare Providers, Inc.",II,Brentwood,TN,1,Ranson,JEFFERSON,WV,25438
33806,33806,Certified,Test Engineer-Senior,Software Quality Assurance Analysts and Testers,"$85,509.00 ",Year,4/18/2025,4/17/2028,0,0,1,0,0,Presbyterian Healthcare Services,III,Albuquerque,NM,1,Albuquerque,BERNALILLO,NM,87113
34197,34197,Certified,Sr Mgr JC45-Software Quality Assurance Analysts and Testers,Software Quality Assurance Analysts and Testers,"$146,474.00 ",Year,12/4/2024,12/3/2027,0,0,0,0,0,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,IV,College Station,TX,1,Albuquerque,BERNALILLO,NM,87111
34488,34488,Certified,Senior Vice President Middle East Sales,General and Operations Managers,"$121,971.00 ",Year,1/1/2025,12/31/2026,1,0,0,0,0,"Spring Investments, Inc.",II,Sioux Falls,SD,1,Sioux Falls,MINNEHAHA,SD,57103
34598,34598,Certified,Controls Subject Matter Expert,Electrical Engineers,"$116,480.00 ",Year,2/28/2025,2/27/2028,0,0,1,0,0,"Greater Kudu, LLC  (DC)",II,Menlo Park,CA,1,Los Lunas,VALENCIA,NM,87031
34897,34897,Certified,Assistant Professor of Management,"Business Teachers, Postsecondary","$54,320.00 ",Year,5/22/2025,5/21/2028,1,0,0,0,0,South Dakota State University,I,Brookings,SD,1,Brookings,BROOKINGS,SD,57007
35199,35199,Certified,Hospitalist,General Internal Medicine Physicians,"$63,918.00 ",Year,1/7/2025,1/6/2028,1,0,0,0,0,"Fayette Physician Network, Inc.",I,Uniontown,PA,1,Martinsburg,BERKELEY,WV,25401
35241,35241,Certified,Hospitalist,General Internal Medicine Physicians,"$63,918.00 ",Year,1/7/2025,1/6/2028,1,0,0,0,0,"Fayette Physician Network, Inc.",I,Uniontown,PA,1,Martinsburg,BERKELEY,WV,25401
35354,35354,Certified,Nocturnist,General Internal Medicine Physicians,"$63,918.00 ",Year,1/7/2025,1/6/2028,1,0,0,0,0,"Fayette Physician Network, Inc.",I,Uniontown,PA,1,Martinsburg,BERKELEY,WV,25401
35500,35500,Certified,Assistant Professor of Applied Economics,Economists,"$79,560.00 ",Year,5/22/2025,5/21/2028,1,0,0,0,0,South Dakota State University,II,Brookings,SD,1,Brookings,BROOKINGS,SD,57006
35732,35732,Certified,Nocturnist,General Internal Medicine Physicians,"$63,918.00 ",Year,1/7/2025,1/6/2028,1,0,0,0,0,"Fayette Physician Network, Inc.",I,Uniontown,PA,1,Martinsburg,BERKELEY,WV,25401
35925,35925,Certified,Post Doctoral Fellow,"Engineering Teachers, Postsecondary","$1,989.74 ",Bi-Weekly,1/5/2025,1/3/2026,1,0,0,0,0,University of Alaska ,,Fairbanks,AK,1,Anchorage,ANCHORAGE,AK,99508
36486,36486,Certified,Middle School Teacher,"Middle School Teachers, Except Special and Career/Technical Education","$59,890.00 ",Year,5/3/2025,5/2/2028,0,1,0,0,0,Bering Strait School District,I,Unalakleet,AK,1,Stebbins,NOME,AK,99671
36659,36659,Certified,Palliative Care Physician,"Physicians, All Other","$238,514.00 ",Year,1/6/2025,1/5/2028,1,0,0,0,0,"Charleston Area Medical Center, Inc.",II,Charleston,WV,1,Hurricane,PUTNAM,WV,25526
36756,36756,Certified,"Programmer Analyst, Executive",Computer Systems Analysts,"$78,707.00 ",Year,12/1/2024,11/30/2027,1,0,0,0,0,University of Wyoming,II,Laramie,WY,1,Laramie,ALBANY,WY,82070
36904,36904,Certified,Child and Adolescent Psychiatrist,Psychiatrists,"$95,056.00 ",Year,2/3/2025,2/2/2028,1,0,0,0,0,"Charleston Area Medical Center, Inc.",II,Charleston,WV,1,Charleston,KANAWHA,WV,25304
37041,37041,Certified,ASSISTANT PROFESSOR - PRECISION AGRICULTURE AI ENGINEERING,"Engineering Teachers, Postsecondary","$72,030.00 ",Year,5/22/2025,5/21/2028,1,0,0,0,0,South Dakota State University,I,Brookings,SD,1,BROOKINGS,BROOKINGS,SD,57007
37256,37256,Certified,Pharmaceutical Operations Analyst,Operations Research Analysts,$25.24 ,Hour,12/2/2024,12/1/2027,0,0,0,0,1,Bestcare Highland LLC,I,Albuquerque,NM,1,Albuquerque,BERNALILLO,NM,87102
37367,37367,Certified,Special Education Teacher (K-12),"Special Education Teachers, Elementary School","$57,230.00 ",Year,5/22/2025,5/21/2028,0,1,0,0,0,Bering Strait School District,I,Unalakleet,AK,1,Elim,NOME,AK,99739
37379,37379,Certified,Full-stack Developer,Database Administrators,"$73,778.00 ",Year,4/30/2025,4/29/2028,0,1,0,0,0,University of Wyoming,II,Laramie,WY,1,Laramie,ALBANY,WY,82071
37422,37422,Certified,Special Education Teacher (K-12),"Special Education Teachers, Secondary School","$66,610.00 ",Year,5/22/2025,5/21/2028,0,1,0,0,0,Bering Strait School District,I,Unalakleet,AK,1,Elim,NOME,AK,99739
37456,37456,Certified,Special Education Teacher (K-12),"Special Education Teachers, Middle School","$56,490.00 ",Year,5/22/2025,5/21/2028,0,1,0,0,0,Bering Strait School District,I,Unalakleet,AK,1,Elim,NOME,AK,99739
37893,37893,Certified,Postdoctoral Research Associate,Chemists,"$53,664.00 ",Year,1/13/2025,5/1/2026,1,0,0,0,0,"TRIAD NATIONAL SECURITY, LLC",I,Los Alamos,NM,1,Los Alamos,LOS ALAMOS,NM,87545
38246,38246,Certified,Scientist 1,Hydrologists,"$56,950.00 ",Year,1/6/2025,1/5/2028,0,0,1,0,0,"Triad National Security, LLC",I,Los Alamos,NM,1,Los Alamos,LOS ALAMOS,NM,87545
38411,38411,Certified,IT Project Manager,Information Technology Project Managers,$49.45 ,Hour,5/6/2025,5/5/2028,0,1,0,0,0,Presbyterian Healthcare Services,IV,Albuquerque,NM,1,Albuquerque,BERNALILLO,NM,87113
38468,38468,Certified,Cardiothoracic Surgeon,"Surgeons, All Other","$239,200.00 ",Year,12/13/2024,12/12/2027,0,1,0,0,0,"Charleston Area Medical Center, Inc.",,Charleston,WV,1,Charleston,KANAWHA,WV,25301
38695,38695,Certified,Special Education Resource Teacher,"Special Education Teachers, All Other","$61,387.00 ",Year,2/1/2025,1/31/2028,1,0,0,0,0,Yupiit School District,II,Akiachak,AK,1,Akiachak,BETHEL,AK,99551
38893,38893,Certified,Postdoctoral Research Associate,Materials Scientists,"$70,699.00 ",Year,1/6/2025,1/5/2027,1,0,0,0,0,"TRIAD NATIONAL SECURITY, LLC",I,Los Alamos,NM,1,Los Alamos,LOS ALAMOS,NM,87545
39109,39109,Certified - Withdrawn,Assistant Coach,Coaches and Scouts,"$37,880.00 ",Year,11/1/2024,10/31/2026,1,0,0,0,0,New Mexico State University,I,Las Cruces,NM,1,Las Cruces,DONA ANA,NM,88003
39378,39378,Certified,Public School Teacher,"Elementary School Teachers, Except Special Education","$43,470.00 ",Year,1/1/2025,12/31/2027,1,0,0,0,0,Standing Rock - Rock Creek School,I,Bullhead,SD,1,Bullhead,CORSON,SD,57621
39972,39972,Certified,Registered Nurse Float Pool,Registered Nurses,$30.38 ,Hour,11/19/2024,11/19/2027,1,0,0,0,0,"Avant Healthcare Professionals, LLC.",II,Maitland,FL,1,Rapid City,PENNINGTON,SD,57701-7393
40278,40278,Certified,ASSISTANT PROFESSOR,"Chemistry Teachers, Postsecondary","$56,810.00 ",Year,1/2/2025,5/10/2027,1,0,0,0,0,MARSHALL UNIVERSITY ,I,Huntington,WV,1,HUNTINGTON,CABELL,WV,25755
40351,40351,Certified,Public School Teacher,"Middle School Teachers, Except Special and Career/Technical Education","$45,420.00 ",Year,1/1/2025,12/31/2027,1,0,0,0,0,Standing Rock - Rock Creek School,I,Bullhead,SD,1,Bullhead,CORSON,SD,57621
40662,40662,Certified,Senior Engineering Manager,Electrical Engineers,"$112,798.00 ",Year,1/1/2025,1/1/2027,0,1,0,0,0,EVUS Inc,III,Las Cruces,NM,1,Las Cruces,DONA ANA,NM,88003
40852,40852,Certified - Withdrawn,Senior Software Engineer,"Software Developers, Applications","$117,790.00 ",Year,5/8/2022,5/7/2025,0,0,0,0,1,"Episerver, Inc.",IV,Nashua,NH,1,Hurricane,PUTNAM,WV,25526
41030,41030,Certified,Scientist 3,Computer and Information Research Scientists,"$152,464.00 ",Year,4/25/2025,4/24/2028,0,1,0,0,0,"Triad National Security, LLC",II,Los Alamos,NM,1,Los Alamos,LOS ALAMOS,NM,87545
41201,41201,Certified,Registered Nurse Float Pool,Registered Nurses,$30.38 ,Hour,11/18/2024,11/18/2027,1,0,0,0,0,"Avant Healthcare Professionals, LLC.",II,Maitland,FL,1,Rapid City,PENNINGTON,SD,57701-7393
41230,41230,Certified,Registered Nurse Float Pool,Registered Nurses,$30.38 ,Hour,11/18/2024,11/18/2027,1,0,0,0,0,"Avant Healthcare Professionals, LLC.",II,Maitland,FL,1,Rapid City,PENNINGTON,SD,57701-7393
41406,41406,Certified,Registered Nurse Float Pool,Registered Nurses,$30.38 ,Hour,11/18/2024,11/18/2027,1,0,0,0,0,"Avant Healthcare Professionals, LLC.",II,Maitland,FL,1,Rapid City,PENNINGTON,SD,57701-7393
41590,41590,Certified,Assistant Professor of Medicine (Rheumatologist),"Health Specialties Teachers, Postsecondary",$43.11 ,Hour,2/1/2025,1/31/2028,0,0,0,1,0,Marshall University ,II,Huntington,WV,1,Huntington,CABELL,WV,25701
41602,41602,Certified,Registered Nurse Float Pool,Registered Nurses,$30.38 ,Hour,11/18/2024,11/18/2027,1,0,0,0,0,"Avant Healthcare Professionals, LLC.",II,Maitland,FL,1,Rapid City,PENNINGTON,SD,57701-7393
41686,41686,Certified,Registered Nurse Float Pool,Registered Nurses,$30.38 ,Hour,11/18/2024,11/18/2027,1,0,0,0,0,"Avant Healthcare Professionals, LLC.",II,Maitland,FL,1,Rapid City,PENNINGTON,SD,57701-7393
41708,41708,Certified,Rheumatologist,"Physicians, All Other","$238,514.00 ",Year,2/1/2025,1/31/2028,0,0,0,0,1,"University Physicians & Surgeons, Inc.",II,Huntington,WV,1,Huntington,CABELL,WV,25701
42102,42102,Certified,Registered Nurse Float Pool,Registered Nurses,$30.38 ,Hour,11/18/2024,11/18/2027,1,0,0,0,0,"Avant Healthcare Professionals, LLC.",II,Maitland,FL,1,Rapid City,PENNINGTON,SD,57701-7393
42300,42300,Certified,Assistant Professor  (Kidney Transplant Surgeon),"Health Specialties Teachers, Postsecondary",$25.81 ,Hour,12/2/2024,12/1/2027,0,0,0,1,0,West Virginia University,I,Morgantown,WV,1,Morgantown,MONONGALIA,WV,26506
42303,42303,Certified,COLLEGE PRESIDENT AND PROFESSOR OF THEOLOGY,"Philosophy and Religion Teachers, Postsecondary","$89,693.00 ",Year,12/1/2024,12/1/2027,1,0,0,0,0,LUTHER CLASSICAL COLLEGE,III,Casper,WY,1,CASPER,NATRONA,WY,82604
42392,42392,Certified - Withdrawn,Scientist 2,Physicists,"$112,445.00 ",Year,10/4/2021,10/3/2024,0,1,0,0,0,"Triad National Security, LLC",I,Los Alamos,NM,1,Los Alamos,LOS ALAMOS,NM,87544
42415,42415,Withdrawn,Hospitalist,General Internal Medicine Physicians,"$63,918.00 ",Year,1/7/2025,1/7/2028,1,0,0,0,0,"Fayette Physician Network, Inc.",I,Uniontown,PA,1,Martinsburg,BERKELEY,WV,25401
42878,42878,Certified,Engineering Manager,Architectural and Engineering Managers,"$155,792.00 ",Year,11/21/2024,11/20/2027,0,0,0,0,0,Intel Corporation ,I,Santa Clara,CA,1,Rio Rancho,SANDOVAL,NM,87124
43420,43420,Certified,Staff Global Supply Manager,Supply Chain Managers,"$79,186.00 ",Year,12/9/2024,12/8/2027,0,0,0,0,1,"Form Energy, Inc.",II,Somerville,MA,1,Weirton,BROOKE,WV,26062
44256,44256,Certified,"Manager II, Operations",Logisticians,"$78,250.00 ",Year,11/24/2024,11/23/2027,0,0,0,0,0,Amazon.com Services LLC,II,Seattle,WA,1,Fairbanks,FAIRBANKS NORTH STAR,AK,99709
44937,44937,Certified,Scientist 2,"Geoscientists, Except Hydrologists and Geographers","$44,138.00 ",Year,1/6/2025,1/5/2028,1,0,0,0,0,"Triad National Security, LLC",I,Los Alamos,NM,1,Los Alamos,LOS ALAMOS,NM,87545
45351,45351,Certified,Process Engineer,Materials Engineers,"$90,272.00 ",Year,11/15/2024,11/14/2027,0,0,0,0,0,Intel Corporation ,II,Santa Clara,CA,1,Rio Rancho,SANDOVAL,NM,87124
45772,45772,Certified,Computer Programmer,Computer Programmers,"$65,853.00 ",Year,11/25/2024,11/24/2027,0,0,0,0,1,"CAYS, Inc.",II,El Segundo,CA,1,Santa Fe,SANTA FE,NM,87501
46251,46251,Certified,Medical Laboratory Scientist,Medical and Clinical Laboratory Technologists,$23.85 ,Hour,12/1/2024,11/30/2027,1,0,0,0,0,Sanford,II,Fargo,ND,1,Brandon,MINNEHAHA,SD,57005
46531,46531,Certified,Postdoctoral Research Associate,Mechanical Engineers,"$92,186.00 ",Year,1/6/2025,1/5/2027,0,0,0,0,1,"TRIAD NATIONAL SECURITY, LLC",I,Los Alamos,NM,1,Los Alamos,LOS ALAMOS,NM,87545
46577,46577,Certified,Postdoctoral Research Associate,Chemists,"$53,664.00 ",Year,12/2/2024,5/22/2025,1,0,0,0,0,"Triad National Security, LLC",I,Los Alamos,NM,1,Los Alamos,LOS ALAMOS,NM,87545
46653,46653,Certified,Elementary Teacher,"Elementary School Teachers, Except Special Education","$43,470.00 ",Year,1/1/2025,12/31/2027,1,0,0,0,0,American Horse School,I,Allen,SD,1,Allen,BENNETT,SD,57714
46665,46665,Certified,Postdoctoral Research Associate,Bioinformatics Scientists,"$54,517.00 ",Year,12/2/2024,5/22/2025,1,0,0,0,0,"Triad National Security, LLC",I,Los Alamos,NM,1,Los Alamos,LOS ALAMOS,NM,87545
46681,46681,Certified,General and Operations Manager,General and Operations Managers,"$75,712.00 ",Year,1/3/2025,1/2/2028,0,0,1,0,0,"d.e. Foxx & Associates, Inc.",II,Cincinnati,OH,1,Inwood,BERKELEY,WV,25428
46690,46690,Certified,Physician (Kidney Transplant Surgeon)-Assistant Professor,"Surgeons, All Other","$66,602.00 ",Year,12/2/2024,12/1/2027,1,0,0,0,0,West Virginia University Medical Corporation,I,Morgantown,WV,1,Morgantown,MONONGALIA,WV,26506
46904,46904,Certified,Nephrologist,"Physicians, All Other","$239,200.00 ",Year,2/8/2025,2/7/2028,0,0,0,0,1,"Renal Medicine Associates, LTD",,Albuquerque,NM,1,Albuquerque,BERNALILLO,NM,87109
47214,47214,Withdrawn,Medical Technologist,Medical and Clinical Laboratory Technologists,$26.99 ,Hour,1/1/2025,12/31/2027,1,0,0,0,0,"Guardian Healthcare Providers, Inc.",II,Brentwood,TN,1,Ranson,JEFFERSON,WV,25438
47468,47468,Certified,Sr. Systems Analyst,Computer Systems Analysts,"$99,403.00 ",Year,3/30/2025,3/29/2028,0,1,0,0,0,Coforge Limited,III,Princeton,NJ,1,Sioux Falls,LINCOLN,SD,57108
47928,47928,Certified,Assistant Professor,Atmospheric and Space Scientists,$38.73 ,Hour,11/15/2024,11/14/2027,0,0,0,0,0,University of Alaska ,,Fairbanks,AK,1,Fairbanks,FAIRBANKS NORTH STAR,AK,99775
48000,48000,Certified,Research Assistant Professor,Physicists,"$76,267.00 ",Year,2/1/2025,1/31/2028,1,0,0,0,0,University of New Mexico,,Albuquerque,NM,1,Albuquerque,BERNALILLO,NM,87106
48234,48234,Certified,Post Doctoral Fellow,Anthropologists and Archeologists,$24.87 ,Hour,1/5/2025,12/19/2026,1,0,0,0,0,University of Alaska ,,Fairbanks,AK,1,Fairbanks,FAIRBANKS NORTH STAR,AK,99775
48811,48811,Withdrawn,Registered Nurse Float Pool,Registered Nurses,$30.38 ,Hour,11/18/2024,11/18/2027,1,0,0,0,0,"Avant Healthcare Professionals, LLC.",II,Maitland,FL,1,Rapid City,PENNINGTON,SD,57701-7393
48813,48813,Withdrawn,Scientist,Computer and Information Research Scientists,"$152,464.00 ",Year,4/25/2025,4/24/2028,0,1,0,0,0,"Triad National Security, LLC",II,Los Alamos,NM,1,Los Alamos,LOS ALAMOS,NM,87545
48828,48828,Withdrawn,Registered Nurse Float Pool,Registered Nurses,$30.38 ,Hour,11/15/2024,11/14/2027,1,0,0,0,0,"Avant Healthcare Professionals, LLC.",II,Maitland,FL,1,Rapid City,PENNINGTON,SD,57701-7393
48829,48829,Withdrawn,Registered Nurse Float Pool,Registered Nurses,$30.38 ,Hour,11/15/2024,11/14/2027,1,0,0,0,0,"Avant Healthcare Professionals, LLC.",II,Maitland,FL,1,Rapid City,PENNINGTON,SD,57701-7393
48831,48831,Withdrawn,Registered Nurse Float Pool,Registered Nurses,$30.38 ,Hour,11/15/2024,11/14/2027,1,0,0,0,0,"Avant Healthcare Professionals, LLC.",II,Maitland,FL,1,Rapid City,PENNINGTON,SD,57701-7393
48832,48832,Withdrawn,Registered Nurse Float Pool,Registered Nurses,$30.38 ,Hour,11/15/2024,11/14/2027,1,0,0,0,0,"Avant Healthcare Professionals, LLC.",II,Maitland,FL,1,Rapid City,PENNINGTON,SD,57701-7393
48842,48842,Withdrawn,Registered Nurse Float Pool,Registered Nurses,$30.38 ,Hour,11/12/2024,11/11/2027,1,0,0,0,0,"Avant Healthcare Professionals, LLC.",II,Maitland,FL,1,Rapid City,PENNINGTON,SD,57701-7393
48845,48845,Withdrawn,Registered Nurse Float Pool,Registered Nurses,$30.38 ,Hour,11/12/2024,11/11/2027,1,0,0,0,0,"Avant Healthcare Professionals, LLC.",II,Maitland,FL,1,Rapid City,PENNINGTON,SD,57701-7393
49007,49007,Certified,medical physicist,Physicists,"$84,989.00 ",Year,12/1/2024,11/30/2027,1,0,0,0,0,precess medical derivatives,II,Short Hills,NJ,1,Huntington,CABELL,WV,25701
49252,49252,Certified,Compliance Specialist,Compliance Officers,$30.76 ,Hour,2/22/2025,2/21/2028,0,0,0,0,1,Sanford,II,Fargo,ND,1,Sioux Falls,MINNEHAHA,SD,57104
49634,49634,Certified,Post Doctoral Fellow,"Geoscientists, Except Hydrologists and Geographers",$24.87 ,Hour,2/2/2025,2/3/2027,0,1,0,0,0,University of Alaska ,,Fairbanks,AK,1,Fairbanks,FAIRBANKS NORTH STAR,AK,99775
49649,49649,Certified,Post Doctoral Fellow,Remote Sensing Scientists and Technologists,$24.87 ,Hour,12/6/2024,12/5/2026,0,1,0,0,0,University of Alaska ,,Fairbanks,AK,1,Fairbanks,FAIRBANKS NORTH STAR,AK,99775
50065,50065,Certified,Anatomic and Clinical Pathologist/Cytopathologist,"Physicians, Pathologists","$196,435.00 ",Year,12/1/2024,11/30/2027,1,0,0,0,0,Avera St. Luke's Hospital ,II,Aberdeen,SD,1,Aberdeen,BROWN,SD,57401
50224,50224,Certified,Assistant Professor - Plant Sciences,"Agricultural Sciences Teachers, Postsecondary","$56,160.00 ",Year,1/3/2025,12/31/2027,0,0,0,0,0,University of Wyoming,I,Laramie,WY,1,Laramie,ALBANY,WY,82071
50334,50334,Certified,Elementary Special Education Teacher,"Special Education Teachers, Elementary School","$45,260.00 ",Year,12/2/2024,12/1/2027,1,0,0,0,0,"Sicangu Oyate Ho, Inc. ",I,St Francis,SD,1,St Francis,TODD,SD,57572
50403,50403,Certified,Software Engineer,Software Developers,"$80,704.00 ",Year,11/29/2024,11/28/2027,0,0,0,0,0,MSR TECHNOLOGY GROUP LLC,II,Wilmington,DE,1,Morgantown,MONONGALIA,WV,26505
50968,50968,Certified,Application Systems Analyst-EXP,"Computer Systems Analysts, Non R&D",$37.90 ,Hour,5/10/2025,5/9/2028,0,0,1,0,0,Presbyterian Healthcare Services,IV,Albuquerque,NM,1,Albuquerque,BERNALILLO,NM,87113
51100,51100,Certified,Application Systems Analyst Intermediate,"Computer Systems Analysts, Non R&D",$27.33 ,Hour,5/10/2025,5/9/2028,0,0,1,0,0,Presbyterian Healthcare Services,I,Albuquerque,NM,1,Albuquerque,BERNALILLO,NM,87113
51435,51435,Certified,Sr. System Analyst,Computer Systems Analysts,$47.79 ,Hour,1/2/2025,1/1/2028,0,0,0,0,1,Populus Group LLC,III,Troy,MI,1,Sioux Falls,LINCOLN,SD,57108
51597,51597,Certified - Withdrawn,Postdoctoral Research Associate,Physicists,"$90,504.00 ",Year,11/12/2024,3/14/2025,1,0,0,0,0,"TRIAD NATIONAL SECURITY, LLC",,Los Alamos,NM,1,Los Alamos,LOS ALAMOS,NM,87545
51685,51685,Certified - Withdrawn,Geologist ,"Geoscientists, Except Hydrologists and Geographers","$61,942.00 ",Year,10/1/2022,9/30/2025,1,0,0,0,0,"Shannon & Wilson, Inc.",I,Seattle,WA,1,Fairbanks,FAIRBANKS NORTH STAR,AK,99709
52028,52028,Certified,Control and Automation Engineer,Mechatronics Engineers,"$76,232.00 ",Year,11/15/2024,11/14/2027,0,1,0,0,0,L&T Technology Services Limited,II,Edison,NJ,1,Inwood,BERKELEY,WV,25428
52042,52042,Certified,PROJECT CONSULTANT,Environmental Engineers,"$93,392.00 ",Year,11/18/2024,11/17/2027,0,0,0,0,1,BRAUN INTERTEC CORPORATION,II,Minneapolis,MN,1,Alburquerque,BERNALILLO,NM,87109
52386,52386,Certified,"Instructional Professor, Assistant","Business Teachers, Postsecondary","$62,270.00 ",Year,12/18/2024,12/17/2027,1,0,0,0,0,University of Wyoming,I,Laramie,WY,1,Laramie,ALBANY,WY,82071
52520,52520,Certified,Northwest High School Special Education Teacher,"Special Education Teachers, Secondary School","$42,790.00 ",Year,11/18/2024,11/17/2027,1,0,0,0,0,"Shiprock Associated Schools, Inc.",I,Shiprock,NM,1,Shiprock,SAN JUAN,NM,87420
52784,52784,Certified,Assistant Professor (Endodontics),"Dentists, All Other Specialists","$119,038.00 ",Year,1/6/2025,1/5/2028,1,0,0,0,0,West Virginia University,II,Morgantown,WV,1,Morgantown,MONONGALIA,WV,26506
52848,52848,Certified,Teacher,"Elementary School Teachers, Except Special Education","$50,850.00 ",Year,12/29/2024,12/28/2027,1,0,0,0,0,"Na’ Neelzhiin Ji Olta, Inc.",I,Cuba,NM,1,Torreon,SANDOVAL,NM,87013
53215,53215,Certified - Withdrawn,Hospitalist Physician,Hospitalists,$54.54 ,Hour,7/1/2024,6/30/2027,0,1,0,0,0,"Hospitalist Medicine Physicians of West Virginia, PLLC",I,Tacoma,WA,1,South Charleston,KANAWHA,WV,25309
53455,53455,Certified,MGR-IS UNIT-ABQ,Computer and Information Systems Managers,$56.57 ,Hour,11/18/2024,11/17/2027,0,0,0,0,0,Presbyterian Healthcare Services,II,Albuquerque,NM,1,Albuquerque,BERNALILLO,NM,87113
53521,53521,Certified,Quality Manager,Industrial Production Managers,"$120,515.00 ",Year,11/11/2024,11/10/2027,0,0,0,0,1,"Gestamp North America, Inc.",III,Troy,MI,1,South Charleston,KANAWHA,WV,25303
53676,53676,Certified,Teacher,"Middle School Teachers, Except Special and Career/Technical Education","$70,547.00 ",Year,12/2/2024,12/1/2027,2,0,0,0,0,Mission Achievement and Success Charter School,II,Albuquerque,NM,2,Albuquerque,BERNALILLO,NM,87106
54032,54032,Certified,Developer,Computer Programmers,"$64,709.00 ",Year,11/6/2024,10/29/2027,0,0,1,0,0,Tata Consultancy Services Limited,II,Rockville,MD,1,Sioux Falls,LINCOLN,SD,57108
54287,54287,Certified,"Manager, Mechanical Engineering",Mechanical Engineers,"$99,362.00 ",Year,12/16/2024,12/15/2027,0,0,0,0,1,"Form Energy, Inc.",IV,Somerville,MA,1,Weirton,HANCOCK,WV,26062
54496,54496,Certified,Analytics Associate III,Statisticians,$25.39 ,Hour,5/4/2025,5/3/2028,0,1,0,0,0,Presbyterian Healthcare Services,II,Albuquerque,NM,1,Albuquerque,BERNALILLO,NM,87113
54766,54766,Certified - Withdrawn,High School Mathematics Teacher,"Secondary School Teachers, Except Special and Career/Technical Education","$44,670.00 ",Year,7/1/2023,6/30/2026,1,0,0,0,0,Deming Public Schools,I,Deming,NM,1,Deming,LUNA,NM,88030
54796,54796,Withdrawn,Physician (Kidney Transplant)-Assistant Professor,"Surgeons, All Other","$66,602.00 ",Year,12/2/2024,12/1/2027,1,0,0,0,0,West Virginia University Medical Corporation,I,Morgantown,WV,1,Morgantown,MONONGALIA,WV,26506
54832,54832,Certified,Middle School Math Teacher,"Secondary School Teachers, Except Special and Career/Technical Education","$52,466.00 ",Year,12/1/2024,11/30/2027,1,0,0,0,0,Mora Independent School District,,Mora,NM,1,Mora,MORA,NM,87732
54889,54889,Certified,Business Analytics Consultant,Business Intelligence Analysts,$41.58 ,Hour,5/6/2025,5/5/2028,0,0,1,0,0,Presbyterian Healthcare Services,III,Albuquerque,NM,1,Albuquerque,BERNALILLO,NM,87113
54958,54958,Certified,Scientist 3,"Geoscientists, Except Hydrologists and Geographers","$77,979.00 ",Year,1/10/2025,1/9/2028,0,1,0,0,0,"TRIAD NATIONAL SECURITY, LLC",III,Los Alamos,NM,1,Los Alamos,LOS ALAMOS,NM,87545
54960,54960,Certified,JAVA DEVELOPER,Computer Programmers,"$77,230.00 ",Year,11/18/2024,11/17/2027,0,0,0,0,0,MITECS INC.,III,East Lansing,MI,1,SANTA FE,SANTA FE,NM,87501
55185,55185,Certified,JAVA DEVELOPER,Computer Programmers,"$77,230.00 ",Year,11/18/2024,11/17/2027,0,0,0,0,0,MITECS INC.,III,East Lansing,MI,1,SANTA FE,SANTA FE,NM,87501
55324,55324,Certified,POSTDOCTORAL RESEARCH SCIENTIST,Physicists,"$62,878.00 ",Year,11/22/2024,11/21/2027,1,0,0,0,0,South Dakota School of Mines and Technology,I,Rapid City,SD,1,RAPID CITY,PENNINGTON,SD,57701
55397,55397,Certified,JAVA DEVELOPER,Computer Programmers,"$77,230.00 ",Year,11/18/2024,11/17/2027,0,0,0,0,0,MITECS INC.,III,East Lansing,MI,1,SANTA FE,SANTA FE,NM,87501
55405,55405,Certified,Middle School Science Teacher,"Secondary School Teachers, Except Special and Career/Technical Education","$52,446.00 ",Year,12/1/2024,11/30/2027,1,0,0,0,0,Mora Independent School District,,Mora,NM,1,Mora,MORA,NM,87732
